#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
500930	IPR006408	Calcium-translocating P-type ATPase, PMCA-type	HMMTigr	TIGR01517	ATPase-IIB_Ca: calcium-translocating P-	1	24,	1093,	0
500930	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	ScanRegExp	PS00154	ATPASE_E1_E2	1	467,	473,	NA
500931	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	217,	307,	1.8e-09
500931	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	34,	57,	0.0096
500948	IPR005481	Carbamoyl phosphate synthase, large subunit, N-terminal	HMMPfam	PF00289	CPSase_L_chain	1	637,	730,	7.5e-20
500948	IPR000089	Biotin/lipoyl attachment	HMMPfam	PF00364	Biotin_lipoyl	1	1714,	1781,	1.6e-15
500948	IPR000120	Amidase signature enzyme	HMMPfam	PF01425	Amidase	1	30,	456,	1.4e-96
500948	IPR003778	Allophanate hydrolase subunit 2	HMMPfam	PF02626	AHS2	1	1092,	1355,	3.9e-75
500948	IPR003833	Allophanate hydrolase subunit 1	HMMPfam	PF02682	AHS1	1	1393,	1614,	7.2e-07
500948	IPR005482	Biotin carboxylase, C-terminal	HMMPfam	PF02785	Biotin_carb_C	1	957,	1061,	8.4e-37
500948	IPR005479	Carbamoyl phosphate synthetase, large subunit, ATP-binding	HMMPfam	PF02786	CPSase_L_D2	1	733,	937,	2e-72
500948	IPR003833	Allophanate hydrolase subunit 1	HMMSmart	SM00796	no description	1	1393,	1621,	4.2e-77
500948	IPR003778	Allophanate hydrolase subunit 2	HMMSmart	SM00797	no description	1	1092,	1355,	2e-97
500948	IPR003778	Allophanate hydrolase subunit 2	HMMTigr	TIGR00724	urea_amlyse_rel: biotin-dependent car	1	1069,	1368,	1.9e-77
500948	IPR014085	Allophanate hydrolase	HMMTigr	TIGR02713	allophanate_hyd: allophanate hydrolas	1	46,	625,	8.3e-286
500948	IPR000089	Biotin/lipoyl attachment	ProfileScan	PS50968	BIOTINYL_LIPOYL	1	1714,	1781,	12.917
500948	IPR011761	ATP-grasp fold	ProfileScan	PS50975	ATP_GRASP	1	737,	935,	42.636
500948	IPR011764	Biotin carboxylation region	ProfileScan	PS50979	BC	1	637,	1065,	40.390
500948	IPR005479	Carbamoyl phosphate synthetase, large subunit, ATP-binding	ScanRegExp	PS00866	CPSASE_1	1	770,	784,	NA
500948	IPR005479	Carbamoyl phosphate synthetase, large subunit, ATP-binding	ScanRegExp	PS00867	CPSASE_2	1	904,	911,	NA
500948	IPR011053	Single hybrid motif	superfamily	SSF51230	Single hybrid motif	1	1699,	1782,	1e-17
500948	IPR011054	Rudiment single hybrid motif	superfamily	SSF51246	Rudiment single hybrid motif	1	951,	1064,	8e-35
500948	IPR016185	PreATP-grasp-like fold	superfamily	SSF52440	PreATP-grasp domain	1	637,	732,	8.4e-31
500948	IPR000120	Amidase signature enzyme	superfamily	SSF75304	Amidase signature (AS) enzymes	1	30,	462,	1e-102
500965	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	65,	414,	4.6e-33
500965	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	61,	446,	11.080
500965	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	40,	450,	7.1e-51
500986	IPR002048	Calcium-binding EF-hand	ScanRegExp	PS00018	EF_HAND_1	1	496,	508,	NA
501001	IPR013149	Alcohol dehydrogenase, zinc-binding	HMMPfam	PF00107	ADH_zinc_N	1	169,	316,	8e-32
501001	IPR013154	Alcohol dehydrogenase GroES-like	HMMPfam	PF08240	ADH_N	1	50,	93,	2.8e-09
501001	IPR011032	GroES-like	superfamily	SSF50129	GroES-like	1	9,	171,	1.9e-30
501001	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	140,	315,	5.4e-38
501003	IPR007484	Peptidase M28	HMMPfam	PF04389	Peptidase_M28	1	177,	353,	7.3e-42
501007	IPR001480	Curculin-like (mannose-binding) lectin	HMMSmart	SM00108	no description	1	392,	507,	0.0027
501007	IPR006626	Parallel beta-helix repeat	HMMSmart	SM00710	no description	6	99,163,197,220,290,314,	122,185,219,260,312,357,	1.4e+03,1.5e+03,35,3.6e+02,1.9e+03,4.3e+03
501007	IPR001480	Curculin-like (mannose-binding) lectin	ProfileScan	PS50927	BULB_LECTIN	1	385,	507,	9.397
501007	IPR001480	Curculin-like (mannose-binding) lectin	superfamily	SSF51110	alpha-D-mannose-specific plant lectins	2	378,448,	439,503,	0.00057,2.3e-06
501007	IPR011050	Pectin lyase fold/virulence factor	superfamily	SSF51126	Pectin lyase-like	1	25,	329,	1.9e-13
501016	IPR003010	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	HMMPfam	PF00795	CN_hydrolase	1	6,	170,	9.7e-32
501016	IPR003010	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	ProfileScan	PS50263	CN_HYDROLASE	1	5,	269,	21.856
501016	IPR000132	Nitrilase/cyanide hydratase, conserved site	ScanRegExp	PS00920	NITRIL_CHT_1	1	37,	52,	8e-5
501016	IPR003010	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	superfamily	SSF56317	Carbon-nitrogen hydrolase	1	2,	274,	1.1e-52
501017	IPR003663	Sugar transporter	FPrintScan	PR00171	SUGRTRNSPORT	4	202,366,455,478,	221,376,476,490,	1.8e-10,1.8e-10,1.8e-10,1.8e-10
501017	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	109,	554,	2.1e-85
501017	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	51,	550,	6.2e-62
501017	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	109,	543,	34.560
501017	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	207,	232,	8e-5
501017	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	78,	551,	2.5e-61
501029	IPR001509	NAD-dependent epimerase/dehydratase	HMMPfam	PF01370	Epimerase	1	10,	83,	1.3e-08
501029	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	332,	1.8e-37
501062	IPR004839	Aminotransferase, class I and II	HMMPfam	PF00155	Aminotran_1_2	1	49,	220,	4.7e-26
501062	IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site	ScanRegExp	PS00105	AA_TRANSFER_CLASS_1	1	204,	217,	8e-5
501062	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	1,	359,	1.9e-68
501071	IPR007568	RTA1 like protein	HMMPfam	PF04479	RTA1	1	38,	266,	4.3e-11
501071	IPR001865	Ribosomal protein S2	ScanRegExp	PS00962	RIBOSOMAL_S2_1	1	16,	27,	NA
501080	IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal	HMMPfam	PF00724	Oxidored_FMN	1	17,	376,	5.4e-17
501112	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	10,17,26,	16,23,36,	31,31,31
501112	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	9,	48,	3e-07
501112	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	5,	49,	2.6e-06
501112	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	10,	38,	10.337
501112	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	10,	38,	8e-5
501112	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	8,	48,	8.1e-10
501120	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	82,	434,	3.4e-30
501120	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	78,	465,	15.971
501120	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	51,	466,	1.5e-55
501131	IPR006461	Protein of unknown function Cys-rich	HMMPfam	PF04749	PLAC8	1	69,	172,	4.1e-24
501131	IPR006461	Protein of unknown function Cys-rich	HMMTigr	TIGR01571	A_thal_Cys_rich: uncharacterized Cys-	1	67,	174,	7e-15
501161	IPR000682	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	HMMPfam	PF01135	PCMT	1	8,	239,	2.5e-66
501161	IPR000682	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	HMMTigr	TIGR00080	pimt: protein-L-isoaspartate O-methyltransfe	1	1,	239,	1.3e-49
501206	IPR001128	Cytochrome P450	FPrintScan	PR00385	P450	4	318,371,453,462,	335,382,462,473,	3.3e-10,3.3e-10,3.3e-10,3.3e-10
501206	IPR002401	Cytochrome P450, E-class, group I	FPrintScan	PR00463	EP450I	6	196,307,327,410,452,462,	214,324,353,434,462,485,	3.9e-15,3.9e-15,3.9e-15,3.9e-15,3.9e-15,3.9e-15
501206	IPR001128	Cytochrome P450	HMMPfam	PF00067	p450	1	135,	513,	1.6e-61
501206	IPR001128	Cytochrome P450	ScanRegExp	PS00086	CYTOCHROME_P450	1	455,	464,	NA
501206	IPR001128	Cytochrome P450	superfamily	SSF48264	Cytochrome P450	1	53,	516,	6.3e-97
501208	IPR000873	AMP-dependent synthetase and ligase	FPrintScan	PR00154	AMPBINDING	2	357,369,	368,377,	0.062,0.062
501208	IPR000873	AMP-dependent synthetase and ligase	HMMPfam	PF00501	AMP-binding	2	238,1372,	650,1423,	1.8e-110,0.00063
501208	IPR006163	Phosphopantetheine-binding	HMMPfam	PF00550	PP-binding	2	758,1564,	823,1629,	2.5e-16,2.1e-17
501208	IPR001242	Condensation domain	HMMPfam	PF00668	Condensation	2	862,1701,	1138,1859,	3.5e-25,1e-10
501208	IPR010071	Amino acid adenylation	HMMTigr	TIGR01733	AA-adenyl-dom: amino acid adenylation d	1	238,	650,	6.7e-116
501208	IPR006163	Phosphopantetheine-binding	ProfileScan	PS50075	ACP_DOMAIN	2	756,1562,	824,1630,	17.310,17.629
501208	IPR006162	Phosphopantetheine attachment site	ScanRegExp	PS00012	PHOSPHOPANTETHEINE	1	1589,	1604,	NA
501208	IPR000873	AMP-dependent synthetase and ligase	ScanRegExp	PS00455	AMP_BINDING	1	362,	373,	8e-5
501208	IPR009081	Acyl carrier protein-like	superfamily	SSF47336	ACP-like	2	749,1555,	823,1629,	6e-16,3.7e-16
501213	IPR012336	Thioredoxin-like fold	superfamily	SSF52833	Thioredoxin-like	1	5,	99,	8.2e-10
501234	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	203,	296,	4.2e-09
501257	IPR008030	NmrA-like	HMMPfam	PF05368	NmrA	1	55,	146,	3e-12
501257	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	6,	240,	3.9e-33
501296	IPR003439	ABC transporter-like	BlastProDom	PD000006	Q8T6H0_DICDI_Q8T6H0;	1	1322,	1363,	5e-07
501296	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC_tran	2	626,1214,	802,1394,	2.7e-33,1.3e-39
501296	IPR001140	ABC transporter, transmembrane region	HMMPfam	PF00664	ABC_membrane	1	897,	1109,	1.6e-12
501296	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	2	625,1213,	802,1395,	2.4e-14,6.9e-13
501296	IPR003439	ABC transporter-like	ProfileScan	PS50893	ABC_TRANSPORTER_2	2	599,1187,	825,1401,	17.420,15.273
501296	IPR011527	ABC transporter, transmembrane region, type 1	ProfileScan	PS50929	ABC_TM1F	2	273,899,	542,1150,	17.907,24.887
501296	IPR003439	ABC transporter-like	ScanRegExp	PS00211	ABC_TRANSPORTER_1	2	723,1321,	737,1335,	8e-5,NA
501296	IPR011527	ABC transporter, transmembrane region, type 1	superfamily	SSF90123	Multidrug resistance ABC transporter MsbA, N-terminal domain	2	254,850,	558,1166,	5.6e-21,1.3e-37
501298	IPR003439	ABC transporter-like	BlastProDom	PD000006	Q7Z8U5_ASPOR_Q7Z8U5;	2	527,1299,	569,1338,	2e-10,2e-08
501298	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC_tran	2	413,1181,	600,1378,	2.3e-42,4.3e-53
501298	IPR001140	ABC transporter, transmembrane region	HMMPfam	PF00664	ABC_membrane	2	57,832,	338,1107,	7.8e-24,6.8e-33
501298	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	2	412,1180,	601,1378,	2.2e-16,6.4e-13
501298	IPR003439	ABC transporter-like	ProfileScan	PS50893	ABC_TRANSPORTER_2	2	385,1153,	624,1402,	21.469,23.936
501298	IPR011527	ABC transporter, transmembrane region, type 1	ProfileScan	PS50929	ABC_TM1F	2	58,833,	349,1119,	34.153,39.414
501298	IPR003439	ABC transporter-like	ScanRegExp	PS00211	ABC_TRANSPORTER_1	1	1298,	1312,	8e-5
501298	IPR011527	ABC transporter, transmembrane region, type 1	superfamily	SSF90123	Multidrug resistance ABC transporter MsbA, N-terminal domain	2	34,739,	545,1324,	3.5e-50,4e-53
501318	IPR004206	mRNA capping enzyme, beta chain	HMMPfam	PF02940	mRNA_triPase	1	727,	1065,	1.7e-11
501365	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	22,	302,	5.3e-07
501397	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	2	887,1258,	1344,1470,	2.3e-24,0.00063
501406	IPR007568	RTA1 like protein	HMMPfam	PF04479	RTA1	1	65,	284,	3e-18
501417	IPR003675	Abortive infection protein	HMMPfam	PF02517	Abi	1	142,	253,	3.9e-15
501433	IPR005834	Haloacid dehalogenase-like hydrolase	HMMPfam	PF00702	Hydrolase	1	10,	214,	1.2e-06
501433	IPR010041	2,3-diketo-5-methylthio-1-phosphopentane phosphatase	HMMTigr	TIGR01691	enolase-ppase: 2,3-diketo-5-methylthio-	1	10,	236,	3.4e-62
501445	IPR001236	Lactate/malate dehydrogenase	HMMPfam	PF00056	Ldh_1_N	1	2,	146,	2.3e-60
501445	IPR001236	Lactate/malate dehydrogenase	HMMPfam	PF02866	Ldh_1_C	1	148,	324,	3.5e-58
501445	IPR001557	L-lactate/malate dehydrogenase	HMMPIR	PIRSF000102	L-lactate/malate dehydrogenase	1	1,	321,	3e-61
501445	IPR010097	Malate dehydrogenase, NAD-dependent, eukaryotes and gamma proteobacteria	HMMTigr	TIGR01772	MDH_euk_gproteo: malate dehydrogenase	1	3,	326,	1.8e-165
501445	IPR001252	Malate dehydrogenase, active site	ScanRegExp	PS00068	MDH	1	147,	159,	8e-5
501445	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	2,	146,	9.1e-43
501445	IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	superfamily	SSF56327	LDH C-terminal domain-like	1	147,	327,	1.4e-46
501468	IPR002877	Ribosomal RNA methyltransferase RrmJ/FtsJ	HMMPfam	PF01728	FtsJ	1	64,	320,	5e-52
501468	IPR016448	23S ribosomal RNA methyltransferase	HMMPIR	PIRSF005461	23S ribosomal RNA methyltransferase	1	38,	320,	5.3e-75
501472	IPR001451	Bacterial transferase hexapeptide repeat	HMMPfam	PF00132	Hexapep	4	63,91,110,128,	80,108,127,145,	18,4.5,0.89,9.3
501472	IPR011004	Trimeric LpxA-like	superfamily	SSF51161	Trimeric LpxA-like enzymes	1	13,	195,	3.6e-19
501480	IPR007315	Mannosyltransferase, PIG-V	HMMPfam	PF04188	Mannosyl_trans2	1	9,	437,	5.9e-25
501502	IPR000571	Zinc finger, CCCH-type	HMMPfam	PF00642	zf-CCCH	1	18,	44,	0.00026
501502	IPR000967	Zinc finger, NF-X1-type	HMMPfam	PF01422	zf-NF-X1	5	1268,1387,1425,1450,1503,	1293,1400,1444,1468,1523,	0.46,2.9,0.082,0.31,1.2
501502	IPR000571	Zinc finger, CCCH-type	HMMSmart	SM00356	no description	1	19,	44,	0.0048
501502	IPR000967	Zinc finger, NF-X1-type	HMMSmart	SM00438	no description	5	1268,1298,1425,1450,1503,	1293,1316,1444,1468,1523,	53,1.2e+02,0.098,1.1e+02,78
501502	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	1455,	1477,	NA
501502	IPR016193	Cytidine deaminase-like	superfamily	SSF53927	Cytidine deaminase-like	1	1850,	1977,	0.0021
501515	IPR013536	WLM	HMMPfam	PF08325	WLM	1	17,	247,	7.9e-67
501541	IPR004140	Exo70 exocyst complex subunit	HMMPfam	PF03081	Exo70	1	62,	637,	2.9e-09
501545	IPR013820	ATP phosphoribosyltransferase, catalytic region	BlastProDom	PD003516	HIS1_YARLI_Q99145;	1	104,	232,	3e-36
501545	IPR013820	ATP phosphoribosyltransferase, catalytic region	HMMPfam	PF01634	HisG	1	57,	236,	2.2e-71
501545	IPR013115	Histidine biosynthesis HisG, C-terminal	HMMPfam	PF08029	HisG_C	1	237,	310,	1.3e-35
501545	IPR013820	ATP phosphoribosyltransferase, catalytic region	HMMTigr	TIGR00070	hisG: ATP phosphoribosyltransferase	1	11,	215,	1.3e-55
501545	IPR013115	Histidine biosynthesis HisG, C-terminal	HMMTigr	TIGR03455	HisG_C-term: ATP phosphoribosyltransferas	1	218,	311,	9.7e-34
501545	IPR013820	ATP phosphoribosyltransferase, catalytic region	ScanRegExp	PS01316	ATP_P_PHORIBOSYLTR	1	174,	195,	8e-5
501545	IPR011322	Nitrogen regulatory PII-like, alpha/beta	superfamily	SSF54913	GlnB-like	1	240,	311,	2.6e-21
501578	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	33,	70,	1.9e-07
501578	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	317,	413,	1.9e-13
501578	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	29,	72,	5.1e-08
501578	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	34,	63,	10.766
501578	IPR002016	Haem peroxidase, plant/fungal/bacterial	ScanRegExp	PS00436	PEROXIDASE_2	1	370,	381,	NA
501578	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	22,	75,	8.4e-10
501581	IPR001680	WD40 repeat	BlastProDom	PD000018	PKWA_THECU_P49695;	11	805,847,888,972,1011,1054,1095,1138,1179,1222,1263,	838,880,921,1004,1045,1087,1128,1170,1212,1254,1296,	3e-05,1e-05,8e-07,0.003,7e-06,3e-06,0.0001,0.002,0.009,3e-05,6e-08
501581	IPR001680	WD40 repeat	FPrintScan	PR00320	GPROTEINBRPT	3	867,908,1073,	881,922,1087,	3e-08,3e-08,3e-08
501581	IPR001680	WD40 repeat	HMMPfam	PF00400	WD40	12	800,842,883,925,966,1006,1048,1090,1132,1174,1216,1258,	838,880,921,963,1003,1044,1086,1128,1170,1212,1254,1296,	4.3e-12,1.4e-11,2.9e-13,0.00039,3.8e-07,5.1e-10,2.7e-14,9.5e-12,0.00073,6.5e-06,6.2e-13,2.4e-14
501581	IPR001680	WD40 repeat	HMMSmart	SM00320	no description	12	799,841,882,923,965,1005,1047,1089,1131,1173,1215,1257,	838,880,921,963,1003,1044,1086,1128,1170,1212,1254,1296,	7e-09,2.3e-10,3.5e-12,0.00054,3.7e-07,1.2e-08,2.8e-12,8.5e-11,4.3e-05,1.2e-06,1.2e-12,1.2e-13
501581	IPR001680	WD40 repeat	ProfileScan	PS50082	WD_REPEATS_2	12	806,848,889,938,972,1012,1054,1096,1138,1180,1222,1264,	847,889,930,972,1004,1053,1095,1137,1179,1221,1263,1305,	17.760,17.226,17.593,11.210,9.606,16.624,18.228,15.454,10.308,12.647,17.927,18.696
501581	IPR001680	WD40 repeat	ProfileScan	PS50294	WD_REPEATS_REGION	1	806,	1305,	120.774
501581	IPR007111	NACHT nucleoside triphosphatase	ProfileScan	PS50837	NACHT	1	276,	426,	12.185
501581	IPR001680	WD40 repeat	ScanRegExp	PS00678	WD_REPEATS_1	8	825,867,908,950,1073,1199,1241,1283,	839,881,922,964,1087,1213,1255,1297,	8e-5,8e-5,8e-5,NA,8e-5,NA,8e-5,8e-5
501581	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	2	803,1047,	1087,1400,	8.7e-92,2.9e-83
501584	IPR013094	Alpha/beta hydrolase fold-3	HMMPfam	PF07859	Abhydrolase_3	1	98,	325,	8.3e-32
501586	IPR001440	Tetratricopeptide TPR-1	HMMPfam	PF00515	TPR_1	3	540,640,682,	573,673,715,	0.00046,0.56,0.0094
501586	IPR013026	Tetratricopeptide region	HMMSmart	SM00028	no description	3	540,640,682,	573,673,715,	0.0055,86,0.34
501586	IPR013026	Tetratricopeptide region	ProfileScan	PS50005	TPR	3	540,640,682,	573,673,715,	8.290,5.104,8.024
501586	IPR013026	Tetratricopeptide region	ProfileScan	PS50293	TPR_REGION	2	540,640,	573,715,	8.924,9.092
501587	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	57,	442,	4.5e-21
501587	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	4,	469,	4e-45
501595	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	5	132,203,250,276,297,	149,214,266,295,314,	3.7e-08,3.7e-08,3.7e-08,3.7e-08,3.7e-08
501595	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	183,	290,	4.3e-13
501595	IPR004313	Acireductone dioxygenase, ARD	HMMPfam	PF03079	ARD	1	2,	140,	1.7e-44
501595	IPR011051	Cupin, RmlC-type	superfamily	SSF51182	RmlC-like cupins	1	1,	134,	1e-32
501595	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	135,	398,	2.3e-43
501598	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	1,	937,	2.4e-21
501609	IPR002934	Nucleotidyltransferase	HMMPfam	PF01909	NTP_transf_2	1	67,	165,	1.4e-07
501609	IPR007010	Poly(A) polymerase, RNA-binding region	HMMPfam	PF04926	PAP_RNA-bind	1	358,	540,	7.3e-41
501609	IPR007012	Poly(A) polymerase, central region	HMMPfam	PF04928	PAP_central	1	4,	357,	2.2e-151
501609	IPR014492	Poly(A) polymerase	HMMPIR	PIRSF018425	Poly(A) polymerase	1	1,	575,	6.9e-210
501609	IPR011068	Nucleotidyltransferase, class I, C-terminal-like	superfamily	SSF55003	PAP/Archaeal CCA-adding enzyme, C-terminal domain	1	357,	531,	1.7e-41
501612	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q9Y8B7_SPOSC_Q9Y8B7;	1	10,	292,	5e-148
501612	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	10,	292,	1.3e-106
501612	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	10,	292,	7e-13
501612	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	10,	292,	9.3e-108
501612	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	10,	292,	49.333
501612	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	16,	39,	8e-5
501612	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	129,	141,	8e-5
501612	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	2,	323,	1.7e-94
501625	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	FPrintScan	PR00153	CSAPPISMRASE	5	338,364,407,422,435,	353,376,422,434,450,	1.4e-24,1.4e-24,1.4e-24,1.4e-24,1.4e-24
501625	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	HMMPfam	PF00160	Pro_isomerase	1	322,	476,	3.8e-58
501625	IPR003613	U box	HMMPfam	PF04564	U-box	1	52,	93,	1.6e-05
501625	IPR003613	U box	HMMSmart	SM00504	no description	1	42,	105,	2.1e-06
501625	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	ProfileScan	PS50072	CSA_PPIASE_2	1	328,	475,	32.970
501625	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	ScanRegExp	PS00170	CSA_PPIASE_1	1	359,	376,	8e-5
501625	IPR015891	Cyclophilin-like	superfamily	SSF50891	Cyclophilin-like	1	304,	488,	1.7e-63
501631	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	14,	53,	2.2e-07
501631	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	10,	54,	1.6e-06
501631	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	15,	43,	10.007
501631	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	15,	43,	NA
501631	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	3,	57,	3.3e-10
501633	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	superfamily	SSF52743	Subtilisin-like	1	165,	309,	4.1e-11
501636	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7SB13_NEUCR_Q7SB13;	1	119,	328,	6e-88
501636	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	111,	404,	1.3e-79
501636	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	111,	404,	6.4e-12
501636	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	111,	404,	5e-84
501636	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	111,	404,	42.774
501636	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	236,	248,	8e-5
501636	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	97,	435,	7.9e-81
501638	IPR002562	3'-5' exonuclease	HMMPfam	PF01612	3_5_exonuc	1	75,	116,	0.00025
501638	IPR012337	Polynucleotidyl transferase, Ribonuclease H fold	superfamily	SSF53098	Ribonuclease H-like	1	2,	204,	8.2e-13
501653	IPR001810	Cyclin-like F-box	HMMPfam	PF00646	F-box	1	34,	81,	0.02
501653	IPR001810	Cyclin-like F-box	ProfileScan	PS50181	FBOX	1	33,	82,	9.524
501668	IPR002529	Fumarylacetoacetase, C-terminal-like	HMMPfam	PF01557	FAA_hydrolase	1	89,	257,	1.2e-47
501668	IPR011234	Fumarylacetoacetase, C-terminal-related	superfamily	SSF56529	FAH	1	61,	282,	1.2e-62
501671	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	2	34,62,	56,84,	1.4e-05,5.8e-06
501671	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	2	34,62,	56,84,	0.0011,0.0029
